,day,county_name,accepted,outstanding,rejected,cancelled,spoiled,sent,returned,acc_abs,acc_early
0,2024-08-19,STATEWIDE,0,0,0,0,0,2,0,0,0
1,2024-08-20,STATEWIDE,0,0,0,0,0,3,0,0,0
2,2024-08-21,STATEWIDE,0,0,0,0,0,4,0,0,0
3,2024-08-22,STATEWIDE,0,0,0,0,0,5,0,0,0
4,2024-08-23,STATEWIDE,0,0,0,0,0,9,0,0,0
5,2024-08-24,STATEWIDE,0,0,0,0,0,9,0,0,0
6,2024-08-25,STATEWIDE,0,0,0,0,0,9,0,0,0
7,2024-08-26,STATEWIDE,1,0,0,0,0,9,1,1,0
8,2024-08-27,STATEWIDE,1,0,0,0,0,10,1,1,0
9,2024-08-28,STATEWIDE,1,0,0,0,0,11,1,1,0
10,2024-08-29,STATEWIDE,2,0,0,0,0,12,2,2,0
11,2024-08-30,STATEWIDE,2,0,0,0,0,12,2,2,0
12,2024-08-31,STATEWIDE,2,0,0,0,0,12,2,2,0
13,2024-09-01,STATEWIDE,3,0,0,0,0,12,3,3,0
14,2024-09-02,STATEWIDE,3,0,0,0,0,12,3,3,0
15,2024-09-03,STATEWIDE,3,0,0,0,0,13,3,3,0
16,2024-09-04,STATEWIDE,3,0,0,0,0,13,3,3,0
17,2024-09-05,STATEWIDE,3,0,0,0,0,14,3,3,0
18,2024-09-06,STATEWIDE,3,0,0,0,0,15,3,3,0
19,2024-09-07,STATEWIDE,3,0,0,0,0,15,3,3,0
20,2024-09-08,STATEWIDE,3,0,0,0,0,15,3,3,0
21,2024-09-09,STATEWIDE,3,0,0,1,0,21,3,3,0
22,2024-09-10,STATEWIDE,3,0,0,1,0,21,3,3,0
23,2024-09-11,STATEWIDE,3,0,0,1,0,22,3,3,0
24,2024-09-12,STATEWIDE,3,0,0,1,0,23,3,3,0
25,2024-09-13,STATEWIDE,3,0,0,1,0,24,3,3,0
26,2024-09-14,STATEWIDE,3,0,0,1,0,24,3,3,0
27,2024-09-15,STATEWIDE,3,0,0,1,0,24,3,3,0
28,2024-09-16,STATEWIDE,5,0,0,2,0,27,5,5,0
29,2024-09-17,STATEWIDE,5,0,0,18,0,428,5,5,0
30,2024-09-18,STATEWIDE,5,0,0,26,0,539,5,5,0
31,2024-09-19,STATEWIDE,7,0,0,117,0,11826,7,7,0
32,2024-09-20,STATEWIDE,36,0,0,136,2,12651,38,36,0
33,2024-09-21,STATEWIDE,36,0,0,146,2,13182,38,36,0
34,2024-09-22,STATEWIDE,36,0,0,146,2,13212,38,36,0
35,2024-09-23,STATEWIDE,75,0,0,149,3,13681,78,75,0
36,2024-09-24,STATEWIDE,125,0,0,155,3,14079,128,125,0
37,2024-09-25,STATEWIDE,196,0,0,159,3,14436,199,196,0
38,2024-09-26,STATEWIDE,248,0,0,161,3,14718,251,248,0
39,2024-09-27,STATEWIDE,258,0,0,163,3,14867,261,258,0
40,2024-09-28,STATEWIDE,261,0,0,164,3,14963,264,261,0
41,2024-09-29,STATEWIDE,261,0,0,165,3,14987,264,261,0
42,2024-09-30,STATEWIDE,561,0,0,166,3,15408,564,561,0
43,2024-10-01,STATEWIDE,836,0,0,174,3,15639,839,836,0
44,2024-10-02,STATEWIDE,1111,0,1,177,4,16128,1116,1111,0
45,2024-10-03,STATEWIDE,1335,0,1,180,4,16540,1340,1335,0
46,2024-10-04,STATEWIDE,1597,0,1,187,4,16939,1602,1597,0
47,2024-10-05,STATEWIDE,1659,0,1,190,4,17193,1664,1659,0
48,2024-10-06,STATEWIDE,1660,0,1,191,4,17203,1665,1660,0
49,2024-10-07,STATEWIDE,2054,0,1,3426,4,193774,2059,2054,0
50,2024-10-08,STATEWIDE,2668,0,3,3677,12,213928,2683,2668,0
51,2024-10-09,STATEWIDE,3696,0,7,3851,17,226402,3720,3696,0
52,2024-10-10,STATEWIDE,6001,0,9,4000,28,235588,6038,6001,0
53,2024-10-11,STATEWIDE,10073,0,17,4129,42,244879,10132,10073,0
54,2024-10-12,STATEWIDE,10558,0,17,4168,42,246971,10617,10558,0
55,2024-10-13,STATEWIDE,10596,0,17,4178,42,247288,10655,10596,0
56,2024-10-14,STATEWIDE,14597,0,29,4279,55,252300,14681,14597,0
57,2024-10-15,STATEWIDE,343770,0,91,6566,84,261173,343945,30351,313419
58,2024-10-16,STATEWIDE,635226,0,157,8384,102,269347,635485,42278,592948
59,2024-10-17,STATEWIDE,911946,0,263,10065,130,276906,912339,59284,852662
60,2024-10-18,STATEWIDE,1218941,0,383,11616,161,285037,1219485,77428,1141513
61,2024-10-19,STATEWIDE,1395281,0,477,12602,165,289188,1395923,89064,1306217
62,2024-10-20,STATEWIDE,1443026,0,496,12968,170,290551,1443692,94111,1348915
63,2024-10-21,STATEWIDE,1711744,0,675,14410,196,300020,1712615,113304,1598440
64,2024-10-22,STATEWIDE,1953918,0,768,15670,223,307770,1954909,128504,1825414
65,2024-10-23,STATEWIDE,2172730,0,863,16749,239,315425,2173832,143277,2029453
66,2024-10-24,STATEWIDE,2381803,0,945,17828,249,322854,2382997,155571,2226232
67,2024-10-25,STATEWIDE,2626255,1,1006,19082,265,332166,2627526,167642,2458613
68,2024-10-26,STATEWIDE,2795078,1,1028,20060,270,337123,2796376,172214,2622864
69,2024-10-27,STATEWIDE,2831490,1,1028,20424,270,338883,2832788,172687,2658803
