,day,county_name,accepted,outstanding,rejected,cancelled,spoiled,sent,returned,acc_abs,acc_early
0,2024-08-19,STATEWIDE,2,0,0,0,0,3,2,2,0
1,2024-08-20,STATEWIDE,2,0,0,0,0,4,2,2,0
2,2024-08-21,STATEWIDE,2,0,0,0,0,5,2,2,0
3,2024-08-22,STATEWIDE,2,0,0,0,0,6,2,2,0
4,2024-08-23,STATEWIDE,2,0,0,0,0,10,2,2,0
5,2024-08-24,STATEWIDE,2,0,0,0,0,10,2,2,0
6,2024-08-25,STATEWIDE,2,0,0,0,0,10,2,2,0
7,2024-08-26,STATEWIDE,3,0,0,0,0,10,3,3,0
8,2024-08-27,STATEWIDE,3,0,0,0,0,11,3,3,0
9,2024-08-28,STATEWIDE,3,0,0,0,0,13,3,3,0
10,2024-08-29,STATEWIDE,4,0,0,0,0,14,4,4,0
11,2024-08-30,STATEWIDE,4,0,0,0,0,14,4,4,0
12,2024-08-31,STATEWIDE,4,0,0,0,0,14,4,4,0
13,2024-09-01,STATEWIDE,4,0,0,0,0,14,4,4,0
14,2024-09-02,STATEWIDE,4,0,0,0,0,14,4,4,0
15,2024-09-03,STATEWIDE,4,0,0,0,0,15,4,4,0
16,2024-09-04,STATEWIDE,4,0,0,0,0,15,4,4,0
17,2024-09-05,STATEWIDE,4,0,0,0,0,16,4,4,0
18,2024-09-06,STATEWIDE,4,0,0,0,0,17,4,4,0
19,2024-09-07,STATEWIDE,4,0,0,0,0,17,4,4,0
20,2024-09-08,STATEWIDE,4,0,0,0,0,17,4,4,0
21,2024-09-09,STATEWIDE,4,0,0,1,0,23,4,4,0
22,2024-09-10,STATEWIDE,4,0,0,1,0,23,4,4,0
23,2024-09-11,STATEWIDE,4,0,0,1,0,24,4,4,0
24,2024-09-12,STATEWIDE,4,0,0,1,0,26,4,4,0
25,2024-09-13,STATEWIDE,4,0,0,1,0,26,4,4,0
26,2024-09-14,STATEWIDE,4,0,0,1,0,26,4,4,0
27,2024-09-15,STATEWIDE,4,0,0,1,0,26,4,4,0
28,2024-09-16,STATEWIDE,4,0,0,1,0,30,4,4,0
29,2024-09-17,STATEWIDE,4,0,0,12,0,435,4,4,0
30,2024-09-18,STATEWIDE,4,0,0,15,0,546,4,4,0
31,2024-09-19,STATEWIDE,6,0,0,50,0,11945,6,6,0
32,2024-09-20,STATEWIDE,36,0,0,64,2,12780,38,36,0
33,2024-09-21,STATEWIDE,36,0,0,72,2,13315,38,36,0
34,2024-09-22,STATEWIDE,36,0,0,72,2,13345,38,36,0
35,2024-09-23,STATEWIDE,75,0,0,73,3,13818,78,75,0
36,2024-09-24,STATEWIDE,125,0,0,74,3,14216,128,125,0
37,2024-09-25,STATEWIDE,197,0,0,78,3,14574,200,197,0
38,2024-09-26,STATEWIDE,249,0,0,79,3,14859,252,249,0
39,2024-09-27,STATEWIDE,259,0,0,79,3,15010,262,259,0
40,2024-09-28,STATEWIDE,261,0,0,79,3,15104,264,261,0
41,2024-09-29,STATEWIDE,261,0,0,80,3,15128,264,261,0
42,2024-09-30,STATEWIDE,557,0,0,80,3,15553,560,557,0
43,2024-10-01,STATEWIDE,831,0,0,84,3,15786,834,831,0
44,2024-10-02,STATEWIDE,1103,0,1,87,4,16277,1108,1103,0
45,2024-10-03,STATEWIDE,1325,0,2,89,4,16693,1331,1325,0
46,2024-10-04,STATEWIDE,1584,0,3,94,4,17094,1591,1584,0
47,2024-10-05,STATEWIDE,1643,0,4,96,4,17352,1651,1643,0
48,2024-10-06,STATEWIDE,1644,0,4,97,4,17362,1652,1644,0
49,2024-10-07,STATEWIDE,2032,0,6,701,4,200131,2042,2031,1
50,2024-10-08,STATEWIDE,2624,0,11,744,12,221466,2647,2620,4
51,2024-10-09,STATEWIDE,3648,0,19,765,17,234497,3684,3644,4
52,2024-10-10,STATEWIDE,5898,0,27,794,28,243974,5953,5893,5
53,2024-10-11,STATEWIDE,9852,0,55,812,43,253819,9950,9846,6
54,2024-10-12,STATEWIDE,10325,0,62,816,44,256032,10431,10319,6
55,2024-10-13,STATEWIDE,10363,0,64,820,44,256360,10471,10357,6
56,2024-10-14,STATEWIDE,13649,0,84,835,56,261621,13789,13643,6
57,2024-10-15,STATEWIDE,328789,0,152,3004,84,270748,329025,22894,305895
