,day,county_name,accepted,outstanding,rejected,cancelled,spoiled,sent,returned,acc_abs,acc_early
0,2024-08-19,STATEWIDE,1,0,0,0,0,2,1,1,0
1,2024-08-20,STATEWIDE,1,0,0,0,0,3,1,1,0
2,2024-08-21,STATEWIDE,1,0,0,0,0,4,1,1,0
3,2024-08-22,STATEWIDE,1,0,0,0,0,5,1,1,0
4,2024-08-23,STATEWIDE,1,0,0,0,0,9,1,1,0
5,2024-08-24,STATEWIDE,1,0,0,0,0,9,1,1,0
6,2024-08-25,STATEWIDE,1,0,0,0,0,9,1,1,0
7,2024-08-26,STATEWIDE,2,0,0,0,0,9,2,2,0
8,2024-08-27,STATEWIDE,2,0,0,0,0,10,2,2,0
9,2024-08-28,STATEWIDE,2,0,0,0,0,12,2,2,0
10,2024-08-29,STATEWIDE,3,0,0,0,0,13,3,3,0
11,2024-08-30,STATEWIDE,3,0,0,0,0,13,3,3,0
12,2024-08-31,STATEWIDE,3,0,0,0,0,13,3,3,0
13,2024-09-01,STATEWIDE,3,0,0,0,0,13,3,3,0
14,2024-09-02,STATEWIDE,3,0,0,0,0,13,3,3,0
15,2024-09-03,STATEWIDE,3,0,0,0,0,14,3,3,0
16,2024-09-04,STATEWIDE,3,0,0,0,0,14,3,3,0
17,2024-09-05,STATEWIDE,3,0,0,0,0,15,3,3,0
18,2024-09-06,STATEWIDE,3,0,0,0,0,16,3,3,0
19,2024-09-07,STATEWIDE,3,0,0,0,0,16,3,3,0
20,2024-09-08,STATEWIDE,3,0,0,0,0,16,3,3,0
21,2024-09-09,STATEWIDE,3,0,0,1,0,22,3,3,0
22,2024-09-10,STATEWIDE,3,0,0,1,0,22,3,3,0
23,2024-09-11,STATEWIDE,3,0,0,1,0,23,3,3,0
24,2024-09-12,STATEWIDE,3,0,0,1,0,25,3,3,0
25,2024-09-13,STATEWIDE,3,0,0,1,0,25,3,3,0
26,2024-09-14,STATEWIDE,3,0,0,1,0,25,3,3,0
27,2024-09-15,STATEWIDE,3,0,0,1,0,25,3,3,0
28,2024-09-16,STATEWIDE,3,0,0,1,0,29,3,3,0
29,2024-09-17,STATEWIDE,3,0,0,12,0,432,3,3,0
30,2024-09-18,STATEWIDE,3,0,0,18,0,543,3,3,0
31,2024-09-19,STATEWIDE,5,0,0,57,0,11921,5,5,0
32,2024-09-20,STATEWIDE,34,0,0,71,2,12755,36,34,0
33,2024-09-21,STATEWIDE,34,0,0,79,2,13290,36,34,0
34,2024-09-22,STATEWIDE,34,0,0,79,2,13320,36,34,0
35,2024-09-23,STATEWIDE,73,0,0,80,3,13793,76,73,0
36,2024-09-24,STATEWIDE,123,0,0,81,3,14191,126,123,0
37,2024-09-25,STATEWIDE,195,0,0,85,3,14549,198,195,0
38,2024-09-26,STATEWIDE,247,0,0,86,3,14834,250,247,0
39,2024-09-27,STATEWIDE,257,0,0,86,3,14985,260,257,0
40,2024-09-28,STATEWIDE,259,0,0,86,3,15079,262,259,0
41,2024-09-29,STATEWIDE,259,0,0,87,3,15103,262,259,0
42,2024-09-30,STATEWIDE,555,0,0,87,3,15528,558,555,0
43,2024-10-01,STATEWIDE,830,0,0,91,3,15761,833,830,0
44,2024-10-02,STATEWIDE,1102,0,1,94,4,16252,1107,1102,0
45,2024-10-03,STATEWIDE,1325,0,2,96,4,16668,1331,1325,0
46,2024-10-04,STATEWIDE,1584,0,3,101,4,17070,1591,1584,0
47,2024-10-05,STATEWIDE,1645,0,4,104,4,17328,1653,1645,0
48,2024-10-06,STATEWIDE,1646,0,4,105,4,17337,1654,1646,0
49,2024-10-07,STATEWIDE,2034,0,5,1044,4,199149,2043,2033,1
50,2024-10-08,STATEWIDE,2625,0,10,1119,12,220326,2647,2624,1
51,2024-10-09,STATEWIDE,3653,0,16,1149,17,233274,3686,3652,1
52,2024-10-10,STATEWIDE,5920,0,23,1195,28,242719,5971,5919,1
53,2024-10-11,STATEWIDE,9953,0,52,1226,43,252496,10048,9952,1
54,2024-10-12,STATEWIDE,10426,0,59,1234,44,254689,10529,10425,1
55,2024-10-13,STATEWIDE,10464,0,61,1241,44,255016,10569,10463,1
56,2024-10-14,STATEWIDE,13888,0,81,1263,56,260269,14025,13887,1
57,2024-10-15,STATEWIDE,339222,0,202,3460,84,269411,339508,27012,312210
58,2024-10-16,STATEWIDE,620673,0,276,5133,99,277815,621048,35328,585345
