ElectionNumber	ElectionDate	ElectionName	CountyName	StatType	TotalRep	TotalDem	TotalOth	TotalNpa	GrandTotal	CompileDate
43888	11/05/2024	2024 General	State Totals	Voted Early	202,036	108,832	7,794	58,373	377,035	10/22/2024  8:07AM
43888	11/05/2024	2024 General	Alachua	Voted Early	1,907	2,135	92	747	4,881	10/22/2024  8:07AM
43888	11/05/2024	2024 General	Baker	Voted Early	0	0	0	0	0	
43888	11/05/2024	2024 General	Bay	Voted Early	6,427	1,262	180	990	8,859	10/22/2024  8:07AM
43888	11/05/2024	2024 General	Bradford	Voted Early	561	100	6	40	707	10/22/2024  8:07AM
43888	11/05/2024	2024 General	Brevard	Voted Early	7,785	3,072	342	2,011	13,210	10/22/2024  8:07AM
43888	11/05/2024	2024 General	Broward	Voted Early	8,565	12,749	525	4,811	26,650	10/22/2024  8:07AM
43888	11/05/2024	2024 General	Calhoun	Voted Early	240	52	2	11	305	10/22/2024  8:07AM
43888	11/05/2024	2024 General	Charlotte	Voted Early	3,410	796	139	793	5,138	10/22/2024  8:07AM
43888	11/05/2024	2024 General	Citrus	Voted Early	4,231	759	124	733	5,847	10/22/2024  8:07AM
43888	11/05/2024	2024 General	Clay	Voted Early	0	0	0	0	0	
43888	11/05/2024	2024 General	Collier	Voted Early	6,635	1,441	168	1,404	9,648	10/22/2024  8:07AM
43888	11/05/2024	2024 General	Columbia	Voted Early	1,411	396	27	171	2,005	10/22/2024  8:07AM
43888	11/05/2024	2024 General	DeSoto	Voted Early	383	147	17	74	621	10/22/2024  8:07AM
43888	11/05/2024	2024 General	Dixie	Voted Early	0	0	0	0	0	
43888	11/05/2024	2024 General	Duval	Voted Early	11,262	10,515	529	2,847	25,153	10/22/2024  8:07AM
43888	11/05/2024	2024 General	Escambia	Voted Early	5,275	2,154	150	938	8,517	10/22/2024  8:07AM
43888	11/05/2024	2024 General	Flagler	Voted Early	2,218	639	62	483	3,402	10/22/2024  8:07AM
43888	11/05/2024	2024 General	Franklin	Voted Early	0	0	0	0	0	
43888	11/05/2024	2024 General	Gadsden	Voted Early	313	602	11	63	989	10/22/2024  8:07AM
43888	11/05/2024	2024 General	Gilchrist	Voted Early	0	0	0	0	0	
43888	11/05/2024	2024 General	Glades	Voted Early	0	0	0	0	0	
43888	11/05/2024	2024 General	Gulf	Voted Early	0	0	0	0	0	
43888	11/05/2024	2024 General	Hamilton	Voted Early	0	0	0	0	0	
43888	11/05/2024	2024 General	Hardee	Voted Early	0	0	0	0	0	
43888	11/05/2024	2024 General	Hendry	Voted Early	444	152	11	53	660	10/22/2024  8:07AM
43888	11/05/2024	2024 General	Hernando	Voted Early	2,742	746	102	515	4,105	10/22/2024  8:07AM
43888	11/05/2024	2024 General	Highlands	Voted Early	0	0	0	0	0	
43888	11/05/2024	2024 General	Hillsborough	Voted Early	8,334	5,879	335	2,817	17,365	10/22/2024  8:07AM
43888	11/05/2024	2024 General	Holmes	Voted Early	0	0	0	0	0	
43888	11/05/2024	2024 General	Indian River	Voted Early	2,651	686	73	559	3,969	10/22/2024  8:07AM
43888	11/05/2024	2024 General	Jackson	Voted Early	0	0	0	0	0	
43888	11/05/2024	2024 General	Jefferson	Voted Early	327	145	3	44	519	10/22/2024  8:07AM
43888	11/05/2024	2024 General	Lafayette	Voted Early	114	10	3	6	133	10/22/2024  8:07AM
43888	11/05/2024	2024 General	Lake	Voted Early	4,483	2,178	162	1,281	8,104	10/22/2024  8:07AM
